n,Dynamic Programming Memoization,,,,,,,,Dynamic Programming Tabulation,,,,,,,
,Computation 1,Retrieval 1,Computation 2,Retrieval 2,Computation 3,Retrieval 3,Average Computation,Average Retrieval,Computation 1,Retrieval 1,Computation 2,Retrieval 2,Computation 3,Retrieval 3,Average Computation,Average Retrieval
40600,36427572,9158395,36360837,9122462,36378219,9216588,36388876,9165815,40600000,52276201,40600000,52277326,40600000,52373096,40600000,52308874
40700,36495955,9175489,36456348,9144780,36488911,9247631,36480404,9189300,40700000,52401119,40700000,52403979,40700000,52504156,40700000,52436418
40800,36604651,9204278,36543216,9166285,36557639,9261093,36568502,9210552,40800000,52534393,40800000,52529979,40800000,52632512,40800000,52565628
40900,36684846,9223666,36618014,9180756,36668863,9294701,36657241,9233041,40900000,52659149,40900000,52659791,40900000,52761179,40900000,52693373
41000,36766698,9242274,36684687,9192847,36735258,9309224,36728881,9248115,41000000,52786099,41000000,52782352,41000000,52886367,41000000,52818272
41100,36846246,9259677,36829093,9231947,36838757,9336023,36838032,9275882,41100000,52911505,41100000,52913090,41100000,53014212,41100000,52946269
41200,36955346,9285369,36903216,9252686,36966998,9371778,36941853,9303277,41200000,53040103,41200000,53040056,41200000,53143463,41200000,53074540
41300,37055354,9311574,37010253,9280501,37061669,9398321,37042425,9330132,41300000,53170725,41300000,53167793,41300000,53276364,41300000,53204960
41400,37138528,9335276,37088764,9298477,37142180,9420208,37123157,9351320,41400000,53302205,41400000,53297963,41400000,53403318,41400000,53334495
41500,37231224,9361773,37189640,9326807,37212185,9434723,37211016,9374434,41500000,53430865,41500000,53425111,41500000,53530983,41500000,53462319
41600,37335458,9393121,37299323,9357581,37281779,9447988,37305520,9399563,41600000,53561559,41600000,53559197,41600000,53658824,41600000,53593193
41700,37408403,9408468,37379489,9381010,37332837,9455432,37373576,9414970,41700000,53686799,41700000,53688917,41700000,53784670,41700000,53720128
41800,37505879,9431629,37475891,9405763,37476978,9491377,37486249,9442923,41800000,53818104,41800000,53820644,41800000,53914835,41800000,53851194
41900,37596815,9455854,37569121,9431473,37592242,9525883,37586059,9471070,41900000,53948498,41900000,53951050,41900000,54043367,41900000,53980971
42000,37692525,9479665,37681653,9464848,37653976,9540410,37676051,9494974,42000000,54078171,42000000,54080358,42000000,54171351,42000000,54109960
42100,37763528,9496764,37750502,9480441,37751435,9565256,37755155,9514153,42100000,54203540,42100000,54207111,42100000,54301730,42100000,54237460
42200,37841289,9513372,37888535,9525874,37806507,9575778,37845443,9538341,42200000,54328761,42200000,54344008,42200000,54424690,42200000,54365819
42300,37925087,9529870,37951244,9541356,37964185,9622660,37946838,9564628,42300000,54451235,42300000,54471884,42300000,54561606,42300000,54494908
42400,38015637,9548234,38052219,9565942,38038706,9642085,38035520,9585420,42400000,54578579,42400000,54600760,42400000,54685790,42400000,54621709
42500,38107382,9568180,38140913,9587215,38104439,9655749,38117578,9603714,42500000,54707388,42500000,54729178,42500000,54811431,42500000,54749332
42600,38216386,9598992,38219857,9604674,38221644,9682716,38219295,9628794,42600000,54839548,42600000,54857647,42600000,54943451,42600000,54880215
42700,38315334,9626031,38312640,9629884,38288233,9697057,38305402,9650990,42700000,54969226,42700000,54986875,42700000,55068697,42700000,55008266
42800,38382021,9641860,38401276,9653350,38377947,9716962,38387081,9670724,42800000,55098706,42800000,55119051,42800000,55197260,42800000,55138339
42900,38506859,9678452,38478501,9672415,38488192,9745716,38491184,9698861,42900000,55233135,42900000,55245536,42900000,55327613,42900000,55268761
43000,38576047,9696066,38568465,9691998,38590769,9779449,38578427,9722504,43000000,55360566,43000000,55375145,43000000,55457848,43000000,55397853
43100,38681280,9725570,38652817,9710823,38661689,9796342,38665262,9744245,43100000,55490885,43100000,55504691,43100000,55581536,43100000,55525704
43200,38761309,9743764,38744603,9734890,38727070,9808744,38744327,9762466,43200000,55620240,43200000,55631823,43200000,55709086,43200000,55653716
43300,38855817,9767652,38798548,9743420,38834835,9834052,38829733,9781708,43300000,55752183,43300000,55756784,43300000,55837995,43300000,55782320
43400,38953910,9797097,38904871,9766941,38942509,9862630,38933763,9808889,43400000,55884628,43400000,55886611,43400000,55969233,43400000,55913490
43500,39029548,9814263,38992734,9789709,39012941,9877768,39011741,9827246,43500000,56013844,43500000,56013754,43500000,56092667,43500000,56040088
43600,39129895,9844265,39093240,9812213,39103767,9898737,39108967,9851738,43600000,56146375,43600000,56141929,43600000,56219025,43600000,56169109
43700,39214326,9866407,39202049,9845878,39185838,9916537,39200737,9876274,43700000,56280149,43700000,56277136,43700000,56344207,43700000,56300497
43800,39298586,9890275,39262303,9862320,39285064,9940760,39281984,9897785,43800000,56412623,43800000,56403734,43800000,56471985,43800000,56429447
43900,39399412,9921357,39356746,9883935,39391010,9965455,39382389,9923582,43900000,56545045,43900000,56532600,43900000,56602933,43900000,56560192
44000,39469273,9935735,39470585,9918821,39493646,9997795,39477834,9950783,44000000,56673121,44000000,56666983,44000000,56732780,44000000,56690961
44100,39548671,9956026,39550877,9940324,39547418,10005935,39548988,9967428,44100000,56798873,44100000,56794945,44100000,56856883,44100000,56816900
44200,39653641,9982546,39645066,9965128,39662578,10035012,39653761,9994228,44200000,56930201,44200000,56917562,44200000,56989718,44200000,56945827
44300,39717065,9995222,39748934,9988576,39755107,10060079,39740368,10014625,44300000,57060250,44300000,57049702,44300000,57116231,44300000,57075394
44400,39798643,10014935,39853524,10021600,39863897,10088889,39838688,10041808,44400000,57186226,44400000,57178259,44400000,57247926,44400000,57204137
44500,39888397,10034962,39935233,10040211,39926239,10104113,39916623,10059762,44500000,57316270,44500000,57308213,44500000,57376088,44500000,57333523
44600,39998486,10065679,40020842,10065663,39997411,10119493,40005579,10083611,44600000,57444842,44600000,57432020,44600000,57501051,44600000,57459304
44700,40086339,10091070,40118131,10088185,40102923,10144500,40102464,10107918,44700000,57577581,44700000,57559322,44700000,57629935,44700000,57588946
44800,40181364,10115911,40212105,10109198,40181608,10162207,40191692,10129105,44800000,57708393,44800000,57690527,44800000,57758782,44800000,57719234
44900,40255179,10135760,40292103,10129522,40252428,10177320,40266570,10147534,44900000,57839021,44900000,57818933,44900000,57885056,44900000,57847670
45000,40363025,10165255,40374852,10148781,40355274,10203650,40364383,10172562,45000000,57968230,45000000,57944399,45000000,58015627,45000000,57976085
45100,40445280,10183211,40491432,10183404,40469621,10233970,40468777,10200195,45100000,58093515,45100000,58080071,45100000,58146483,45100000,58106689
45200,40538906,10211465,40596829,10216160,40547025,10254352,40560920,10227325,45200000,58218848,45200000,58209746,45200000,58275777,45200000,58234790
45300,40627358,10231602,40667968,10231450,40622121,10270126,40639149,10244392,45300000,58347696,45300000,58338684,45300000,58405490,45300000,58363956
45400,40716077,10253861,40740733,10246492,40709817,10296236,40722209,10265529,45400000,58472105,45400000,58463089,45400000,58534536,45400000,58489910
45500,40808915,10275114,40829715,10267384,40849230,10336368,40829286,10292955,45500000,58602527,45500000,58592784,45500000,58667562,45500000,58620957
45600,40903235,10299044,40943911,10299814,40945631,10366743,40930925,10321867,45600000,58733779,45600000,58721708,45600000,58795470,45600000,58750319
45700,40984076,10319698,41051030,10329679,41014830,10382459,41016645,10343945,45700000,58861718,45700000,58858469,45700000,58927604,45700000,58882597
45800,41101425,10355053,41102563,10339997,41107017,10408318,41103668,10367789,45800000,58992837,45800000,58989487,45800000,59055567,45800000,59012630
45900,41196377,10379355,41187042,10360796,41179520,10423484,41187646,10387878,45900000,59120761,45900000,59118485,45900000,59187166,45900000,59142137
46000,41261559,10391952,41309855,10396037,41276488,10449180,41282634,10412389,46000000,59249926,46000000,59250969,46000000,59315673,46000000,59272189
46100,41330848,10405139,41388262,10419215,41338990,10460546,41352700,10428300,46100000,59378942,46100000,59382317,46100000,59444469,46100000,59401909
46200,41426913,10428671,41458320,10433511,41450324,10492571,41445185,10451584,46200000,59506371,46200000,59509873,46200000,59575100,46200000,59530448
46300,41507492,10442909,41518943,10445453,41561529,10522234,41529321,10470198,46300000,59631186,46300000,59629777,46300000,59705961,46300000,59655641
46400,41587755,10460950,41645318,10474292,41626446,10537980,41619839,10491074,46400000,59757367,46400000,59756346,46400000,59832271,46400000,59781994
46500,41696083,10489997,41722941,10492595,41735797,10567137,41718273,10516576,46500000,59887358,46500000,59887288,46500000,59960371,46500000,59911672
46600,41769874,10503899,41804129,10514582,41816145,10586769,41796716,10535083,46600000,60011904,46600000,60013915,46600000,60088733,46600000,60038184
46700,41878411,10533490,41896243,10534503,41929236,10617585,41901296,10561859,46700000,60142752,46700000,60143829,46700000,60220190,46700000,60168923
46800,41936912,10546542,41989326,10558550,42011587,10640911,41979275,10582001,46800000,60264082,46800000,60276524,46800000,60344459,46800000,60295021
46900,42084654,10586437,42076801,10583204,42106927,10662322,42089460,10610654,46900000,60396476,46900000,60404369,46900000,60480270,46900000,60427038
47000,42140199,10597184,42165756,10605842,42187906,10686426,42164620,10629817,47000000,60523238,47000000,60535695,47000000,60609346,47000000,60556093
47100,42246119,10622018,42254182,10631543,42268538,10706315,42256279,10653292,47100000,60655145,47100000,60668596,47100000,60733286,47100000,60685675
47200,42316910,10639688,42346866,10655168,42365038,10727317,42342938,10674057,47200000,60785976,47200000,60795965,47200000,60862151,47200000,60814697
47300,42393082,10656270,42423508,10670051,42446317,10745701,42420969,10690674,47300000,60915982,47300000,60920198,47300000,60988534,47300000,60941571
47400,42515105,10693546,42505025,10687760,42516495,10759832,42512208,10713712,47400000,61049911,47400000,61044229,47400000,61115226,47400000,61069788
47500,42621696,10725094,42621407,10717733,42621431,10786686,42621511,10743171,47500000,61181658,47500000,61171380,47500000,61245586,47500000,61199541
47600,42709427,10746427,42702407,10740370,42689183,10801438,42700339,10762745,47600000,61312905,47600000,61303288,47600000,61374875,47600000,61330356
47700,42820835,10784257,42783097,10757938,42836496,10847324,42813476,10796506,47700000,61442709,47700000,61430519,47700000,61506834,47700000,61460020
47800,42914962,10809782,42873630,10777399,42911761,10865710,42900117,10817630,47800000,61572493,47800000,61557267,47800000,61638398,47800000,61589386
47900,43003895,10837499,42958390,10798713,42972084,10876083,42978123,10837431,47900000,61698127,47900000,61680622,47900000,61767613,47900000,61715454
48000,43129027,10873749,43072799,10826702,43066790,10904051,43089538,10868167,48000000,61832247,48000000,61811570,48000000,61897979,48000000,61847265
48100,43194154,10890658,43169932,10852903,43166975,10931992,43177020,10891851,48100000,61958057,48100000,61937456,48100000,62028261,48100000,61974591
48200,43272912,10906823,43250611,10872106,43257188,10952655,43260237,10910528,48200000,62082210,48200000,62064684,48200000,62153834,48200000,62100242
48300,43379203,10929679,43328950,10892740,43339739,10970236,43349297,10930885,48300000,62210609,48300000,62189961,48300000,62279764,48300000,62226778
48400,43481143,10959355,43443354,10919535,43443634,10999701,43456043,10959530,48400000,62340540,48400000,62319970,48400000,62405393,48400000,62355301
48500,43580029,10986263,43520114,10940848,43553199,11028200,43551114,10985103,48500000,62473153,48500000,62445960,48500000,62541520,48500000,62486877
48600,43670368,11010851,43604528,10959101,43637212,11052582,43637369,11007511,48600000,62602771,48600000,62573271,48600000,62673789,48600000,62616610
48700,43757957,11033342,43698680,10980843,43697156,11067656,43717931,11027280,48700000,62736268,48700000,62699026,48700000,62799423,48700000,62744905
48800,43820494,11051765,43800522,11003893,43797238,11091174,43806084,11048944,48800000,62863566,48800000,62830313,48800000,62931000,48800000,62874959
48900,43924791,11078378,43889239,11027926,43919059,11126764,43911029,11077689,48900000,62995418,48900000,62966482,48900000,63063901,48900000,63008600
49000,44008078,11098382,43989079,11058384,43985211,11146355,43994122,11101040,49000000,63124354,49000000,63093891,49000000,63194589,49000000,63137611
49100,44096567,11120434,44057832,11072816,44077577,11168283,44077325,11120511,49100000,63253372,49100000,63222286,49100000,63325155,49100000,63266937
49200,44182154,11141587,44149605,11093327,44169924,11193856,44167227,11142923,49200000,63385491,49200000,63352237,49200000,63453962,49200000,63397230
49300,44275011,11169334,44236131,11114031,44258300,11214912,44256480,11166092,49300000,63516219,49300000,63486196,49300000,63581811,49300000,63528075
49400,44366685,11192730,44329358,11143608,44358149,11242100,44351397,11192812,49400000,63649226,49400000,63615175,49400000,63715254,49400000,63659885
49500,44426862,11205931,44430715,11168524,44450334,11268878,44435970,11214444,49500000,63772802,49500000,63744408,49500000,63845799,49500000,63787669
49600,44520477,11227688,44529152,11200615,44527624,11287248,44525751,11238517,49600000,63903299,49600000,63875300,49600000,63977016,49600000,63918538
49700,44593972,11242812,44617738,11222461,44607539,11305826,44606416,11257033,49700000,64030574,49700000,64006772,49700000,64110309,49700000,64049218
49800,44701211,11271094,44706309,11248360,44722363,11343563,44709961,11287672,49800000,64164491,49800000,64137196,49800000,64240234,49800000,64180640
49900,44798637,11298570,44803688,11271460,44823157,11374866,44808494,11314965,49900000,64292468,49900000,64266869,49900000,64371552,49900000,64310296
50000,44898389,11327177,44864782,11285268,44921543,11402622,44894904,11338355,50000000,64420308,50000000,64397030,50000000,64502980,50000000,64440106
50100,44995998,11351999,44982879,11322849,45006336,11424722,44995071,11366523,50100000,64546450,50100000,64529172,50100000,64633125,50100000,64569582
50200,45096026,11377903,45065771,11345454,45093449,11446695,45085082,11390017,50200000,64676328,50200000,64661192,50200000,64766366,50200000,64701295
50300,45187391,11407304,45151661,11365888,45174743,11472634,45171265,11415275,50300000,64806876,50300000,64789131,50300000,64897981,50300000,64831329
50400,45295700,11437693,45245723,11390616,45282213,11502956,45274545,11443755,50400000,64934711,50400000,64916299,50400000,65028493,50400000,64959834
50500,45376217,11457764,45325126,11405821,45346442,11520388,45349261,11461324,50500000,65065460,50500000,65048420,50500000,65155383,50500000,65089754
50600,45442610,11470914,45416901,11431328,45454251,11547728,45437920,11483323,50600000,65187374,50600000,65176708,50600000,65286763,50600000,65216948
50700,45542883,11493449,45509288,11453653,45557632,11575869,45536601,11507657,50700000,65317240,50700000,65308345,50700000,65413382,50700000,65346322
50800,45622649,11511111,45599852,11478773,45645546,11599641,45622682,11529841,50800000,65444693,50800000,65435869,50800000,65544001,50800000,65474854
50900,45729888,11538294,45719613,11519660,45720745,11616963,45723415,11558305,50900000,65571948,50900000,65567409,50900000,65676292,50900000,65605216
51000,45817786,11561312,45814470,11546990,45819400,11644726,45817218,11584342,51000000,65702132,51000000,65702704,51000000,65803967,51000000,65736267
51100,45894469,11579597,45888068,11566707,45915643,11673768,45899393,11606690,51100000,65830224,51100000,65828804,51100000,65933478,51100000,65864168
51200,45985848,11600701,46001639,11598505,45987712,11688680,45991733,11629295,51200000,65958959,51200000,65966099,51200000,66062028,51200000,65995695
51300,46089093,11629689,46058787,11613197,46088785,11717574,46078888,11653486,51300000,66084179,51300000,66092318,51300000,66195137,51300000,66123878
51400,46190030,11655832,46145935,11632549,46163255,11733635,46166406,11674005,51400000,66218063,51400000,66221653,51400000,66323091,51400000,66254269
51500,46255326,11670537,46247765,11659555,46245204,11753269,46249431,11694453,51500000,66345191,51500000,66351503,51500000,66449052,51500000,66381915
51600,46352518,11693595,46336107,11681373,46318337,11769195,46335654,11714721,51600000,66472557,51600000,66482544,51600000,66581828,51600000,66512309
51700,46436075,11715360,46427900,11703685,46406938,11788630,46423637,11735891,51700000,66604003,51700000,66610611,51700000,66708696,51700000,66641103
51800,46505113,11729666,46531649,11737581,46500649,11813766,46512470,11760337,51800000,66732719,51800000,66740931,51800000,66839037,51800000,66770895
51900,46591834,11749607,46601887,11753056,46595696,11841265,46596472,11781309,51900000,66857903,51900000,66870139,51900000,66965985,51900000,66898009
52000,46688588,11772932,46718601,11787403,46695589,11866015,46700926,11808783,52000000,66988151,52000000,67002588,52000000,67096891,52000000,67029210
52100,46775454,11796341,46796693,11809032,46767298,11883080,46779815,11829484,52100000,67118411,52100000,67128919,52100000,67223277,52100000,67156869
52200,46898895,11831412,46896385,11836546,46878296,11913274,46891192,11860410,52200000,67250485,52200000,67260062,52200000,67347100,52200000,67285882
52300,46972292,11852745,46976939,11855074,46949012,11930266,46966081,11879361,52300000,67381806,52300000,67389676,52300000,67471993,52300000,67414491
52400,47056063,11875872,47069269,11878668,47032612,11945357,47052648,11899965,52400000,67510258,52400000,67517688,52400000,67599064,52400000,67542336
52500,47137681,11892642,47166363,11904443,47137937,11975739,47147327,11924274,52500000,67637395,52500000,67646290,52500000,67732525,52500000,67672070
52600,47227120,11915142,47228230,11915963,47206618,11987818,47220656,11939641,52600000,67768601,52600000,67772806,52600000,67858635,52600000,67800014
52700,47294449,11929565,47351434,11950447,47307571,12012144,47317818,11964052,52700000,67894413,52700000,67907327,52700000,67987470,52700000,67929736
52800,47394036,11951797,47432401,11975081,47417939,12045365,47414792,11990747,52800000,68022013,52800000,68038569,52800000,68116474,52800000,68059018
52900,47482283,11971292,47522083,11996359,47511802,12069366,47505389,12012339,52900000,68146949,52900000,68166332,52900000,68246194,52900000,68186491
53000,47589705,11995926,47618599,12020553,47611954,12095825,47606752,12037434,53000000,68275612,53000000,68297954,53000000,68375484,53000000,68316350
53100,47654707,12012917,47720055,12052319,47684111,12114463,47686291,12059899,53100000,68407754,53100000,68426430,53100000,68507388,53100000,68447190
53200,47756580,12040052,47799095,12071927,47778834,12137849,47778169,12083276,53200000,68539033,53200000,68557078,53200000,68637015,53200000,68577708
53300,47826125,12056487,47872062,12090053,47859944,12159389,47852710,12101976,53300000,68668486,53300000,68685888,53300000,68769922,53300000,68708098
53400,47925481,12078274,47953181,12109496,47941737,12182526,47940133,12123432,53400000,68799761,53400000,68812423,53400000,68896468,53400000,68836217
53500,48045031,12116260,48033180,12127878,48047080,12209054,48041763,12151064,53500000,68931949,53500000,68938610,53500000,69026284,53500000,68965614
53600,48162506,12156544,48146725,12156249,48144831,12233383,48151354,12182058,53600000,69063513,53600000,69067588,53600000,69155839,53600000,69095646
53700,48240649,12173068,48241342,12180340,48215036,12249318,48232342,12200908,53700000,69189205,53700000,69198053,53700000,69283643,53700000,69223633
53800,48321099,12193367,48307968,12193877,48299091,12273131,48309386,12220125,53800000,69314778,53800000,69325508,53800000,69406348,53800000,69348878
53900,48403809,12210110,48387263,12213031,48414025,12300233,48401699,12241124,53900000,69441510,53900000,69449236,53900000,69539424,53900000,69476723
54000,48462640,12219831,48506468,12244989,48512352,12329755,48493820,12264858,54000000,69565713,54000000,69579595,54000000,69669103,54000000,69604803
54100,48551687,12235346,48598767,12264166,48612326,12355849,48587593,12285120,54100000,69694740,54100000,69706729,54100000,69798222,54100000,69733230
54200,48653912,12262418,48671418,12281361,48680619,12373670,48668649,12305816,54200000,69823881,54200000,69830185,54200000,69924437,54200000,69859501
54300,48744757,12288970,48795289,12312127,48753982,12386957,48764676,12329351,54300000,69948067,54300000,69959308,54300000,70051978,54300000,69986451
54400,48847170,12314360,48852330,12325155,48846204,12408359,48848568,12349291,54400000,70081282,54400000,70088126,54400000,70178402,54400000,70115936
54500,48932909,12336073,48969321,12355133,48895272,12415417,48932500,12368874,54500000,70207103,54500000,70218678,54500000,70301349,54500000,70242376
54600,49023186,12359544,49072717,12390120,49038422,12452626,49044775,12400763,54600000,70334986,54600000,70347530,54600000,70432245,54600000,70371587
54700,49127114,12384891,49163751,12414638,49123926,12474764,49138263,12424764,54700000,70467385,54700000,70478250,54700000,70560118,54700000,70501917
54800,49205389,12404012,49259020,12440353,49219101,12500591,49227836,12448318,54800000,70597557,54800000,70606417,54800000,70689916,54800000,70631296
54900,49266273,12416650,49341802,12458453,49289707,12516786,49299260,12463963,54900000,70724235,54900000,70734803,54900000,70820220,54900000,70759752
55000,49365631,12439214,49403973,12470665,49383115,12539165,49384239,12483014,55000000,70847754,55000000,70863003,55000000,70953503,55000000,70888086
55100,49464068,12463324,49493045,12490732,49456480,12556429,49471197,12503495,55100000,70978781,55100000,70989484,55100000,71080426,55100000,71016230
55200,49575852,12496795,49591414,12515660,49547108,12576363,49571458,12529606,55200000,71110798,55200000,71117297,55200000,71208585,55200000,71145560
55300,49685918,12533758,49695089,12544011,49645759,12602665,49675588,12560144,55300000,71245031,55300000,71248883,55300000,71338124,55300000,71277346
55400,49760369,12553235,49789989,12571642,49739893,12627570,49763417,12584149,55400000,71377097,55400000,71375989,55400000,71467825,55400000,71406970
55500,49837522,12572725,49863968,12587717,49840844,12657734,49847444,12606058,55500000,71511463,55500000,71506883,55500000,71601064,55500000,71539803
55600,49923795,12594612,49943967,12604636,49925724,12680929,49931162,12626725,55600000,71641240,55600000,71635265,55600000,71727679,55600000,71668061
55700,50020058,12618778,50020779,12621782,50006750,12701418,50015862,12647326,55700000,71770787,55700000,71764153,55700000,71852468,55700000,71795802
55800,50101542,12638549,50098119,12636815,50067575,12712545,50089078,12662636,55800000,71902682,55800000,71890524,55800000,71978097,55800000,71923767
55900,50168906,12652746,50210333,12664696,50163157,12729490,50180798,12682310,55900000,72026951,55900000,72020662,55900000,72107497,55900000,72051703
56000,50299114,12689967,50282957,12683688,50269740,12758914,50283937,12710856,56000000,72158166,56000000,72144953,56000000,72240238,56000000,72181119
56100,50372905,12708764,50388949,12706167,50353356,12780147,50371736,12731692,56100000,72286927,56100000,72272163,56100000,72372686,56100000,72310592
56200,50482008,12740730,50473839,12729127,50436020,12800404,50463955,12756753,56200000,72412643,56200000,72403170,56200000,72499599,56200000,72438470
56300,50562134,12759570,50583381,12758368,50560394,12839071,50568636,12785669,56300000,72544342,56300000,72532900,56300000,72631411,56300000,72569551
56400,50682110,12796093,50651322,12773734,50668372,12869912,50667268,12813246,56400000,72676067,56400000,72658080,56400000,72764654,56400000,72699600
56500,50747562,12811570,50766052,12803008,50742094,12890854,50751902,12835144,56500000,72802703,56500000,72788020,56500000,72895256,56500000,72828659
56600,50829808,12828962,50846788,12825298,50854342,12925821,50843646,12860027,56600000,72929914,56600000,72919521,56600000,73024758,56600000,72958064
56700,50923172,12851256,50941527,12850053,50938309,12949587,50934336,12883632,56700000,73058481,56700000,73048328,56700000,73152927,56700000,73086578
56800,51005838,12871919,51025466,12871539,51024062,12970258,51018455,12904572,56800000,73185740,56800000,73178681,56800000,73281654,56800000,73215358
56900,51134152,12910277,51113665,12892193,51100846,12988131,51116221,12930200,56900000,73312783,56900000,73308141,56900000,73408050,56900000,73342991
57000,51232101,12935798,51195833,12913035,51186491,13003784,51204808,12950872,57000000,73446797,57000000,73438022,57000000,73534188,57000000,73473002
57100,51285437,12947335,51282835,12936189,51277504,13027324,51281925,12970282,57100000,73577594,57100000,73566753,57100000,73665483,57100000,73603276
57200,51386750,12973734,51383068,12963403,51381643,13053848,51383820,12996995,57200000,73708866,57200000,73692978,57200000,73794006,57200000,73731950
57300,51470186,12994021,51464970,12982370,51458850,13073422,51464668,13016604,57300000,73837317,57300000,73820777,57300000,73920303,57300000,73859465
57400,51556146,13020428,51566373,13008555,51546718,13094880,51556412,13041287,57400000,73967475,57400000,73950987,57400000,74047718,57400000,73988726
57500,51622498,13032904,51643614,13026714,51656718,13122700,51640943,13060772,57500000,74093620,57500000,74074014,57500000,74177431,57500000,74115021
57600,51736158,13058597,51764446,13059535,51738326,13145200,51746310,13087777,57600000,74222090,57600000,74208057,57600000,74305086,57600000,74245077
57700,51826144,13084652,51851454,13082700,51795880,13156228,51824492,13107860,57700000,74355761,57700000,74340477,57700000,74429562,57700000,74375266
57800,51918913,13109030,51935585,13106033,51951871,13203243,51935456,13139435,57800000,74485288,57800000,74473362,57800000,74563084,57800000,74507244
57900,51985401,13124618,51993835,13118721,52013684,13217884,51997640,13153741,57900000,74615111,57900000,74606736,57900000,74689909,57900000,74637252
58000,52087091,13154010,52109974,13152245,52112699,13242253,52103254,13182836,58000000,74742647,58000000,74737178,58000000,74822565,58000000,74767463
58100,52172903,13172811,52190873,13174578,52202532,13266342,52188769,13204577,58100000,74869749,58100000,74866228,58100000,74954147,58100000,74896708
58200,52278142,13199197,52282644,13197598,52303607,13296251,52288131,13231015,58200000,75003201,58200000,74996283,58200000,75085336,58200000,75028273
58300,52351153,13218266,52375859,13223617,52422533,13336262,52383181,13259381,58300000,75135680,58300000,75127451,58300000,75219890,58300000,75161007
58400,52439431,13243529,52443909,13241655,52497333,13357717,52460224,13280967,58400000,75260105,58400000,75251405,58400000,75351828,58400000,75287779
58500,52555945,13274319,52552155,13262864,52573499,13373019,52560533,13303400,58500000,75390385,58500000,75381930,58500000,75481085,58500000,75417800
58600,52655004,13301988,52630044,13285184,52660789,13395041,52648612,13327404,58600000,75520378,58600000,75514192,58600000,75611668,58600000,75548746
58700,52755265,13328556,52735623,13317853,52736653,13413530,52742513,13353313,58700000,75651430,58700000,75642504,58700000,75739417,58700000,75677783
58800,52819010,13343578,52823984,13340396,52811866,13431699,52818286,13371891,58800000,75780377,58800000,75771114,58800000,75866484,58800000,75805991
58900,52889474,13358961,52930846,13367859,52910433,13455005,52910251,13393941,58900000,75906558,58900000,75899155,58900000,75994684,58900000,75933465
59000,53013453,13393579,53010396,13387594,53010940,13479622,53011596,13420265,59000000,76034873,59000000,76032296,59000000,76122677,59000000,76063282
59100,53111010,13418927,53092171,13408449,53100435,13503533,53101205,13443636,59100000,76164978,59100000,76163180,59100000,76249342,59100000,76192500
59200,53193349,13438574,53177999,13432141,53190074,13525521,53187140,13465412,59200000,76295138,59200000,76293229,59200000,76382233,59200000,76323533
59300,53282334,13460328,53258905,13449292,53277840,13547889,53273026,13485836,59300000,76425996,59300000,76416982,59300000,76512300,59300000,76451759
59400,53378118,13489703,53389242,13487541,53360018,13573414,53375792,13516886,59400000,76556501,59400000,76550068,59400000,76644357,59400000,76583642
59500,53471771,13517177,53455640,13505002,53443439,13594350,53456950,13538843,59500000,76689474,59500000,76677553,59500000,76770958,59500000,76712661
59600,53534944,13531456,53549918,13528953,53533379,13615372,53539413,13558593,59600000,76816614,59600000,76806706,59600000,76899135,59600000,76840818
59700,53632984,13555984,53642386,13554427,53618658,13636375,53631342,13582262,59700000,76946150,59700000,76935870,59700000,77030845,59700000,76970955
59800,53718490,13578568,53731265,13573446,53682258,13648182,53710671,13600065,59800000,77072982,59800000,77069010,59800000,77155563,59800000,77099185
59900,53783760,13590026,53794036,13589156,53786148,13671201,53787981,13616794,59900000,77201182,59900000,77195424,59900000,77283704,59900000,77226770
60000,53917881,13625364,53891380,13615942,53883283,13698454,53897514,13646586,60000000,77330749,60000000,77325871,60000000,77412869,60000000,77356496
60100,53995437,13647551,53953227,13625926,53944214,13711488,53964292,13661655,60100000,77456708,60100000,77451755,60100000,77540314,60100000,77482925
60200,54064090,13660416,54055636,13649261,54053746,13738256,54057824,13682644,60200000,77585242,60200000,77578025,60200000,77671024,60200000,77611430
60300,54167987,13687205,54162291,13677411,54125625,13754665,54151967,13706427,60300000,77720307,60300000,77707903,60300000,77794673,60300000,77740961
60400,54251653,13707054,54231687,13693316,54270863,13799245,54251401,13733205,60400000,77847248,60400000,77836702,60400000,77929407,60400000,77871119
60500,54333640,13730267,54382343,13745637,54335219,13814616,54350400,13763506,60500000,77973108,60500000,77974058,60500000,78053792,60500000,78000319
60600,54467103,13764047,54477245,13777423,54413632,13833266,54452660,13791578,60600000,78103722,60600000,78104256,60600000,78178587,60600000,78128855
60700,54585840,13805067,54572140,13802233,54490921,13848220,54549633,13818506,60700000,78231527,60700000,78238489,60700000,78303022,60700000,78257679
60800,54648252,13818163,54648946,13821279,54608741,13875527,54635313,13838323,60800000,78359895,60800000,78368676,60800000,78436286,60800000,78388285
60900,54710394,13829820,54733601,13844762,54694120,13897839,54712705,13857473,60900000,78482096,60900000,78500313,60900000,78563840,60900000,78515416
61000,54796663,13844339,54827471,13872263,54783595,13920103,54802576,13878901,61000000,78605046,61000000,78632596,61000000,78691660,61000000,78643100
61100,54895682,13865830,54910217,13894620,54903462,13951738,54903120,13904062,61100000,78736889,61100000,78763552,61100000,78822360,61100000,78774267
